(195, 150, 118, -40)
(195, 166, 102, -8)
(201, -20, 120, -160)
(201, 20, 120, -160)
(211, -158, 134, -40)
(211, -86, 190, -32)
(211, 86, 190, -32)
(211, 158, 134, -40)
(219, -100, 194, -18)
(219, -20, -126, -178)
(219, -20, 126, -178)
(219, -4, 62, -210)
(219, 4, 62, -210)
(219, 20, -126, -178)
(219, 20, 126, -178)
(219, 100, 194, -18)
(227, -166, 154, -16)
(227, -110,178, -88)
(227, 110, 178, -88)
(227, 166, 154, -16)
(243, -134, 174, -104)
(243, -122, 210, -8)
(243, -114, 214, -16)
(243, -110,198, -88)
(243, -78, 230, -8)
(243, -56, 146, -186)
(243, -32, 118, -210)
(243, -30, 122, -208)
(243, -6, 94, -224)
(243, 6, 94, -224)
(243, 30, 122, -208)
(243, 32, 118, -210)
(243, 56, 146, -186)
(243, 78, 230, -8)
(243, 110, 198, -88)
(243, 114, 214, -16)
(243, 122, 210, -8)
(243, 134, 174, -104)
(251, -180, 174, -18)
(251, -12, 90, -234)
(251, 12, 90, -234)
(251, 180, 174, -18)
(259, -200, 154, -58)
(259, -142, 190, -104)
(259, -118, 230, -16)
(259, -94, 238, -40)
(259, -50, 146, -208)
(259, -46, 158, -200)
(259, -40, 134, -218)
(259, -10, 74, -248)
(259, 10, 74, -248)
(259, 40, 134, -218)
(259, 46, 158, -200)
(259, 50, 146, -208)
(259, 94, 238, -40)
(259, 118, 230, -16)
(259, 142, 190, -104)
(259, 200, 154, -58)
(275, -206, 182, -8)
(275, -152, 194, -122)
(275, -56, 158, -218)
(275, -22, 158, -224)
(275, 22, 158, -224)
(275, 56, 158, -218)
(275, 152, 194, -122)
(275, 206, 182, -8)
(299, -220, 194, -58)
(299, -140, 242, -106)
(299, -44, 158, -250)
(299, -20, 118, -274)
(299, 20, 118, -274)
(299, 44, 158, -250)
(299, 140, 242, -106)
(299, 220, 194, -58)
(315, -172, 234, -122)
(315, -60, 182, -250)
(315, 60, 182, -250)
(315, 172, 234, -122)
(323, -142, 242, -160)
(323, -142, 290, -8)
(323, -38, 170, -272)
(323, -34, 194, -256)
(323, 34, 194, -256)
(323, 38, 170, -272)
(323, 142, 242, -160)
(323, 142, 290, -8)
(339, -26, 130, -312)
(339, 26, 130, -312)
(403, -182, 322, -160)
(403, -38, 242, -320)
(403, 38, 242, -320)
(403, 182, 322, -160)
(443, -76, 266, -346)
(443, -52, 238, -370)
(443, 52, 238, -370)
(443, 76, 266, -346)
(451, -30, 270, -360)
(451, 30, 270, -360)
(523, -52, 310, -418)
(523, -20, 202, -482)
(523, 20, 202, -482)
(523, 52, 310, -418)
